CLIENTE,CP,SEXO,PLAN,SEM_ATRASO,SALDO,ATRASO,MORAS,P_INICIAL,P_SEMANAL,BONIF_MORAS,PLAZO_DIAS,BONIF_INTERESES,POR_DEVENGAR
316,72920,M,LIQUIDACION,13,6953,4509,321,744,742,0,56,0,1082
317,72940,F,REGULARIZACION,10,8583,2115,289,521,578,0,42,0,3897
318,72260,F,LIQUIDACION,348,10500,10500,3260,2005,327,3260,168,647,0
319,72310,F,REGULARIZACION,8,18837,2512,90,631,564,0,63,0,9075
320,90870,M,LIQUIDACION,392,11445,11445,8831,4565,0,8831,0,6880,0
321,72920,F,REGULARIZACION,9,18293,2556,364,668,730,0,42,0,8467
322,72310,F,LIQUIDACION,313,15075,15075,9665,6251,0,9665,0,8824,0
323,72310,F,NI,310,6244,6244,21081,2999,541,21081,42,,
324,72215,M,LIQUIDACION,320,7531,7531,5387,4502,427,5387,42,467,0
325,72310,M,LIQUIDACION,248,3044,3044,4496,4033,0,3507,0,0,0
325,72310,M,LIQUIDACION,264,5544,5544,4496,5544,0,4496,0,0,0
326,72940,M,LIQUIDACION,131,6993,6993,5254,3843,0,5254,0,3150,0
327,72940,F,LIQUIDACION,93,11306,11306,4814,3900,518,3418,119,0,0
328,72310,F,LIQUIDACION,71,8207,8207,6376,5176,0,6376,0,3031,0
328,72310,F,LIQUIDACION,69,8207,8207,6376,1057,501,6376,84,1138,0
329,72310,M,LIQUIDACION,121,20044,20044,7056,2008,501,7056,252,0,0
330,72270,F,LIQUIDACION,70,21971,21971,9367,1978,993,9367,126,2119,0
330,72270,F,LIQUIDACION,69,21971,21971,9367,1978,993,9367,126,2119,0
330,72270,F,LIQUIDACION,68,21971,21971,9367,1567,507,7494,308,0,0
331,72310,F,REGULARIZACION,5,20559,1155,93,462,344,0,63,0,11760
332,72940,M,REGULARIZACION,10,14043,1758,63,394,461,0,42,0,7289
333,72310,F,REGULARIZACION,4,23751,1044,106,529,359,0,63,0,14261
334,72310,F,REGULARIZACION,5,18704,1020,84,415,293,0,63,0,10659
335,32695,M,REGULARIZACION,8,92964,9882,632,2807,2005,0,105,0,48724
336,32575,F,REGULARIZACION,13,18305,3208,804,1195,314,0,231,0,7831
337,32674,F,NI,38,3721.48,3721.48,2907.18,745,331,2907.18,9,,
338,32676,M,REGULARIZACION,5,15496,1908,61,803,574,0,63,0,8101
339,32675,F,LIQUIDACION,54,23031,10569,5417,2068,355,5417,364,0,7569.33
340,32590,F,LIQUIDACION,615,1387,1387,280,133,50,280,168,54,0
341,32670,M,LIQUIDACION,512,2553,2553,7283,265,44,7283,364,0,0
342,32674,F,LIQUIDACION,522,4025,4025,3725,395,121,3725,210,0,0
343,32670,F,LIQUIDACION,15,10264,2864,304,1817,656,0,56,0,4520
344,32675,M,LIQUIDACION,188,24452,24452,13076,1877,497,10331,357,0,0
345,32230,F,REGULARIZACION,8,10120,1840,261,501,535,0,42,0,4990
346,32675,M,LIQUIDACION,373,6366,6366,4984,2399,0,4984,0,3967,0
347,32676,M,LIQUIDACION,347,16083,16083,10963,2007,322,8661,357,0,0
347,32676,M,LIQUIDACION,348,16083,16083,10963,1587,302,10963,336,0,0
348,32280,M,NI,39,7128.96,7128.96,5717.17,1426,634,5717.17,9,,
349,32674,F,NI,39,8604.29,8604.29,6900.41,1721,765,6900.41,9,,
350,32190,F,LIQUIDACION,19,919,919,456,159,152,0,56,0,0
351,32670,F,LIQUIDACION,44,15515,9092,6153,1324,498,6153,168,543,3883.39
352,32675,F,LIQUIDACION,18,6880,4456,9487,5538,0,9487,0,0,1464
353,32217,F,LIQUIDACION,109,13109,13109,7994,1067,310,6396,308,0,0
353,32217,F,LIQUIDACION,108,13109,13109,7994,1307,281,7994,294,0,0
353,32217,F,LIQUIDACION,107,13109,13109,7994,1307,281,7994,294,0,0
354,32240,M,REGULARIZACION,8,20109,2146,193,566,507,0,63,0,10374
355,32190,M,REGULARIZACION,12,25354,3332,336,624,656,0,63,0,13321
356,32647,M,LIQUIDACION,87,35953,35582,17026,3605,621,17026,364,0,231
357,32670,F,LIQUIDACION,13,8907,2655,738,1021,752,0,56,0,3662
358,64105,M,LIQUIDACION,480,16809,16809,13399,500,1480,13399,42,7429,0
359,64105,M,LIQUIDACION,499,8582,8582,5537,831,308,5537,168,359,0
360,64109,M,REGULARIZACION,13,59327,6549,245,1041,1217,0,63,0,31937
361,64105,M,LIQUIDACION,482,2448,2448,2138,12,222,2138,42,1104,0
362,66066,F,LIQUIDACION,341,16005,16005,13952,66,1059,13952,42,9585,0
363,64205,M,REGULARIZACION,11,20698,3318,327,1003,809,0,42,0,10505
364,64106,M,REGULARIZACION,11,28439,4344,160,795,566,0,168,0,14457
365,64100,F,LIQUIDACION,12,4851,1932,511,1053,462,0,56,0,1218
366,66051,F,LIQUIDACION,313,24694,24694,17568,3778,2519,17568,42,5802,0
366,66051,F,LIQUIDACION,314,24694,24694,17568,3778,2519,17568,42,5802,0
366,66051,F,LIQUIDACION,316,24394,24394,17568,3732,2489,17568,42,5728,0
366,66051,F,LIQUIDACION,315,24544,24544,17568,3755,2504,17568,42,5765,0
367,66051,F,LIQUIDACION,523,12760,12760,7473,66,1115,7473,42,6004,0
368,66051,M,LIQUIDACION,510,8402,8402,5871,47,744,5871,42,3891,0
369,66000,F,LIQUIDACION,319,15417,15417,5986,1533,267,5986,364,0,0
370,64105,F,LIQUIDACION,478,6355,6355,5600,3341,0,5600,0,3014,0
371,64105,M,LIQUIDACION,463,4593,4593,3510,29,469,3510,42,1750,0
372,64105,F,NI,257,9980,9980,53310,300,242,53310,280,,
373,66051,M,LIQUIDACION,447,7149,7149,6542,38,680,6542,42,3031,0
374,64209,M,LIQUIDACION,412,3367,3367,3146,18,256,3146,42,1813,0
374,64209,M,LIQUIDACION,411,3367,3367,3146,18,256,3146,42,1813,0
375,64105,F,LIQUIDACION,124,1304,1304,2868,211,197,2582,49,0,0
376,66064,F,LIQUIDACION,263,12473,12473,7530,52,2610,7530,14,7201,0
377,66066,F,REGULARIZACION,12,24065,5008,505,2509,596,0,126,0,9961
378,64105,F,REGULARIZACION,6,11499,1410,199,476,387,0,63,0,4647
379,66066,M,LIQUIDACION,393,2549,2549,1619,10,182,1619,42,1447,0
380,66064,F,REGULARIZACION,10,17604,2711,186,570,494,0,84,0,8268
381,66005,F,LIQUIDACION,163,9881,9881,10063,989,171,10063,364,0,0
382,64200,F,LIQUIDACION,321,17203,17203,2691,1101,992,2691,42,10150,0
382,64200,F,LIQUIDACION,318,19703,19703,2691,2501,938,2691,42,11574,0
383,64106,F,LIQUIDACION,18,1970,1970,800,314,307,0,56,0,0
384,64117,F,NI,61,3008,3008,3796,0,1504,3796,14,,
385,64209,F,LIQUIDACION,12,12079,3328,627,1047,1045,0,56,0,4788
386,66064,F,REESTRUCTURA,11,12652,3184,0,1508,232,0,336,0,
387,64100,M,REGULARIZACION,9,26019,2700,435,735,525,0,84,0,13209
388,64105,M,LIQUIDACION,22,2758,2758,1623,1549,354,0,56,0,0
389,64106,F,REGULARIZACION,9,8922,1782,281,491,352,0,84,0,4292
390,66050,F,REGULARIZACION,10,19486,4042,275,874,648,0,126,0,9143
391,64103,F,LIQUIDACION,64,17732,14564,5770,2625,1749,5770,42,3373,1905.28
391,64103,F,LIQUIDACION,63,17732,14366,5770,2609,1740,5770,42,3324,2024.36
392,66051,F,LIQUIDACION,295,5467,5467,5263,23,345,5263,42,3374,0
393,64105,M,REGULARIZACION,13,22507,4185,722,793,748,0,84,0,9398
394,66023,F,REGULARIZACION,10,24787,2427,407,790,449,0,84,0,13345
395,64100,M,LIQUIDACION,227,7804,7804,5237,4067,0,5237,0,3737,0
396,66050,F,LIQUIDACION,284,4675,4675,4621,22,397,4621,42,2271,0
397,64102,F,LIQUIDACION,13,2364,2364,623,906,240,161,56,0,0
398,64100,F,LIQUIDACION,244,7152,7152,3973,3132,0,3973,0,4020,0
399,66051,M,LIQUIDACION,138,3942,3942,7722,2025,0,7722,0,1917,0
400,66050,M,LIQUIDACION,243,3269,3269,2061,519,348,2061,42,662,0
401,66050,M,LIQUIDACION,14,4722,1463,114,425,423,0,56,0,1398
402,66064,F,LIQUIDACION,209,5347,5347,4801,865,579,4801,42,1008,0
402,66064,F,LIQUIDACION,208,5347,5347,4801,865,579,4801,42,1008,0
402,66064,F,LIQUIDACION,209,5147,5147,4801,835,557,4801,42,970,0
402,66064,F,LIQUIDACION,207,5347,5347,5001,518,889,4501,42,0,0
403,64105,F,LIQUIDACION,13,3762,3518,934,2504,274,0,56,0,102
404,66000,M,LIQUIDACION,17,5269,2267,734,576,573,0,56,0,1407
405,64208,F,REGULARIZACION,11,7987,3013,297,1005,503,0,84,0,2194
406,66050,M,REGULARIZACION,11,40391,4462,314,2013,597,0,105,0,20552
407,64105,F,LIQUIDACION,219,8683,8683,5230,8683,0,5230,0,0,0
407,64105,F,LIQUIDACION,216,7783,7783,4230,1483,150,4230,294,0,0
408,66050,M,LIQUIDACION,86,4240,4240,2861,374,184,2861,126,554,0
408,66050,M,LIQUIDACION,85,4240,4240,2861,356,248,2289,126,0,0
409,64105,M,LIQUIDACION,22,9167,4183,1578,1005,960,0,56,0,3037
410,64117,M,LIQUIDACION,14,20444,5513,39,1594,1588,0,56,0,8163
411,64105,M,REGULARIZACION,8,7177,1913,245,518,454,0,63,0,1970
412,66050,F,LIQUIDACION,51,13050,13050,5745,1298,226,5745,364,0,0
413,66000,M,REGULARIZACION,9,7753,1269,206,500,234,0,84,0,3035
414,66084,F,REGULARIZACION,13,15312,2288,557,801,546,0,42,0,7844
415,66050,F,REGULARIZACION,8,9475,1285,82,604,287,0,63,0,4534
416,66050,F,REGULARIZACION,9,2541,1089,220,368,298,0,42,0,492
417,66050,F,REGULARIZACION,5,3430,490,16,214,163,0,42,0,1423
418,64105,M,LIQUIDACION,23,6021,4301,1296,813,813,0,56,0,927
419,64103,F,LIQUIDACION,13,10834,2041,401,789,782,0,56,0,4993
420,66050,F,LIQUIDACION,106,4383,4383,7216,2561,0,7216,0,1822,0
420,66050,F,LIQUIDACION,105,4383,4383,7216,2561,0,7216,0,1822,0
421,66050,M,LIQUIDACION,44,37031,15269,8685,17684,0,8685,0,6443,13115.42
422,64209,F,LIQUIDACION,87,1163,1163,3827,257,161,3445,56,0,0
423,64106,F,REGULARIZACION,9,10896,2273,354,622,387,0,84,0,4708
424,66050,M,REGULARIZACION,10,32634,3330,606,667,570,0,105,0,17527
425,66050,M,LIQUIDACION,123,15585,15585,7038,9672,0,7038,0,5913,0
426,64117,M,LIQUIDACION,56,3642,3642,3592,345,132,3592,168,129,0
427,66084,F,LIQUIDACION,13,2284,2284,583,323,318,0,56,0,0
428,64102,M,REGULARIZACION,10,10788,2579,434,704,474,0,84,0,4505
429,64106,M,REGULARIZACION,12,21064,4032,1064,1847,476,0,105,0,10288
430,64100,F,LIQUIDACION,13,9219,4498,1045,1999,878,10,56,0,2813
431,66000,M,LIQUIDACION,54,13044,13044,8658,2098,1400,8658,42,2546,0
432,66064,F,REGULARIZACION,10,14355,2643,375,806,468,0,84,0,6141
433,66050,M,LIQUIDACION,47,7085,6146,5573,677,173,5573,252,0,577.92
434,66050,F,LIQUIDACION,62,16518,15545,9895,9862,0,9895,0,6193,537.28
435,64102,M,LIQUIDACION,21,13074,6447,2071,1392,1389,0,56,0,3973
436,66050,F,REGULARIZACION,12,13693,3949,174,2107,614,0,63,0,5722
437,64106,M,REGULARIZACION,10,21168,3847,274,1190,670,0,84,0,10010
438,64100,F,LIQUIDACION,17,9758,4280,1320,1504,996,0,56,0,2837
439,66050,M,REGULARIZACION,10,15192,2610,476,788,471,0,84,0,6157
440,64102,M,LIQUIDACION,16,22372,5583,1698,1798,1796,628,56,0,8936
441,66064,F,REGULARIZACION,9,8505,1701,345,567,328,0,84,0,3481
442,66583,1,REGULARIZACION,13,24920,4550,1106,1461,390,0,315,0,11703
443,66050,F,REGULARIZACION,9,13437,3168,643,1067,393,0,84,0,5399
444,66000,M,REGULARIZACION,9,39775,3141,638,1500,568,0,84,0,22062
445,66064,F,LIQUIDACION,11,2095,1248,46,373,221,0,56,0,287
446,78422,F,LIQUIDACION,301,23271,23271,22660,4998,472,22660,42,15441,0
447,78394,F,LIQUIDACION,208,3250,3250,7196,285,147,7196,126,319,0
448,78394,M,LIQUIDACION,500,6397,6397,6397,2977,0,6397,0,3420,0
449,78394,F,LIQUIDACION,230,4113,4113,3667,409,234,2934,133,0,0
450,78150,M,LIQUIDACION,347,10841,10841,9012,4098,0,9012,0,6743,0
450,78150,M,LIQUIDACION,345,10841,10841,9012,4098,0,9012,0,6743,0
451,78413,M,REGULARIZACION,9,47522,4730,193,1134,1293,0,42,0,26510
452,78394,F,LIQUIDACION,228,3274,3274,3274,1956,0,3274,0,1318,0
453,78370,F,LIQUIDACION,169,11846,11846,5585,1190,296,5585,252,0,0
453,78370,F,LIQUIDACION,168,11846,11846,5585,1190,222,5585,336,0,0
454,78480,M,LIQUIDACION,65,3491,3491,841,2441,0,841,0,1050,0
455,94450,M,LIQUIDACION,61,28810,16710,7334,15115,0,7334,0,6557,7304.34
456,94410,M,LIQUIDACION,336,8404,8404,2475,1038,386,2475,42,5050,0
457,94430,M,LIQUIDACION,246,5294,5294,2503,1514,126,2503,210,0,0
458,94458,F,REGULARIZACION,9,17426,2172,146,799,329,0,189,0,9169
459,94458,F,LIQUIDACION,70,9107,9107,8203,3991,232,8203,126,940,0
460,94300,F,LIQUIDACION,60,19725,15780,7805,2983,311,7805,364,0,2077.13
461,94740,M,LIQUIDACION,118,6996,6996,4056,2496,150,4056,210,0,0
462,94410,M,REGULARIZACION,10,19021,2892,469,624,335,0,273,0,8941
463,94860,M,REGULARIZACION,13,17957,2557,438,645,370,0,105,0,9317
464,94730,M,REGULARIZACION,9,16045,2034,331,455,302,0,168,0,8475
465,94469,M,LIQUIDACION,371,8863,8863,6107,1195,213,6107,252,0,0
466,94453,M,REGULARIZACION,9,20489,2367,384,530,539,0,63,0,10828
467,94860,M,REGULARIZACION,9,21285,1935,314,1006,377,0,63,0,11899
468,94860,F,REGULARIZACION,13,8141,1211,172,357,174,0,105,0,4200
469,94454,F,LIQUIDACION,298,9745,9745,6788,997,623,6788,42,5010,0
470,94440,F,REGULARIZACION,9,11041,2052,189,750,534,0,42,0,4890
471,94860,M,REGULARIZACION,5,6510,1329,41,932,392,0,63,0,2802
472,94150,M,LIQUIDACION,122,11878,11878,7457,7812,0,7457,0,4066,0
473,94450,F,REGULARIZACION,9,16419,2596,297,922,559,0,63,0,7850
474,94300,M,REGULARIZACION,10,17891,2450,390,636,446,0,84,0,7436
475,94442,M,LIQUIDACION,93,13141,13141,6586,7693,0,6586,0,5448,0
475,94442,M,LIQUIDACION,94,13141,13141,6586,7693,0,6586,0,5448,0
476,94420,F,LIQUIDACION,12,2363,2363,99,1006,182,0,56,0,0
477,94450,M,REGULARIZACION,9,8158,922,33,253,243,0,42,0,4232
478,94440,F,REESTRUCTURA,16,11876,4839,353,1012,233,0,336,0,
479,94330,M,REGULARIZACION,13,11308,3438,708,991,509,0,105,0,3768
480,94420,M,REGULARIZACION,10,31736,3600,658,1082,650,0,84,0,15687
481,36887,F,LIQUIDACION,19,6819,3259,1024,5269,0,450,0,0,2123
482,36770,M,LIQUIDACION,492,4726,4726,4726,2003,282,4726,42,1031,0
483,36700,F,REGULARIZACION,9,23787,2337,83,573,523,0,63,0,12975
484,36744,F,LIQUIDACION,14,1357,1357,220,601,488,0,14,0,0
485,36780,F,REGULARIZACION,10,29431,3401,574,809,415,0,315,0,15978
486,36760,F,LIQUIDACION,21,8252,3261,0,695,680,0,56,0,2984
487,1290,F,LIQUIDACION,329,8041,8041,7010,793,151,7010,336,0,0
488,1410,M,LIQUIDACION,227,60070,60070,32190,25990,1136,32190,210,0,0
489,1470,M,LIQUIDACION,52,14143,14143,7552,3104,724,7552,84,2351,0
489,1470,M,LIQUIDACION,51,14143,14143,7552,3014,1054,6042,84,0,0
490,1400,M,LIQUIDACION,51,6459,6459,6293,4090,0,6293,0,2369,0
491,1470,M,LIQUIDACION,101,18763,18763,10543,1698,845,10543,126,1855,0
492,1280,F,LIQUIDACION,392,12340,12340,11437,1101,552,11437,126,1303,0
493,1460,M,LIQUIDACION,311,10810,10810,5360,4541,0,5360,0,6269,0
494,1450,F,LIQUIDACION,347,20399,20399,12279,3000,523,9824,266,0,0
495,1410,M,LIQUIDACION,57,65175,43077,21951,6177,1071,21951,364,0,13035.5
496,1470,M,LIQUIDACION,414,18895,18895,11153,1991,638,8923,210,0,0
497,1419,F,LIQUIDACION,413,11449,11449,3805,4922,0,3805,0,6527,0
498,1289,M,LIQUIDACION,270,11038,11038,6957,11038,0,6957,0,0,0
499,1290,M,LIQUIDACION,335,14066,14066,0,1998,1015,0,28,8008,0
499,1290,M,LIQUIDACION,337,14066,14066,0,6058,0,0,0,8008,0
500,1470,M,LIQUIDACION,165,15365,15365,7863,1405,704,7863,126,1288,0
501,1280,F,LIQUIDACION,208,10299,10299,6648,4837,0,6648,0,5462,0
502,1400,F,REGULARIZACION,8,20934,1916,68,774,420,0,63,0,11267
503,10340,M,REGULARIZACION,10,19825,4355,457,907,649,0,147,0,9450
504,1400,M,LIQUIDACION,14,7659,2753,511,758,691,0,56,0,2749
505,1400,M,LIQUIDACION,171,10056,10056,12604,2007,390,12604,126,1029,0
506,1410,M,LIQUIDACION,379,15864,15864,9939,15864,0,9939,0,0,0
507,1410,F,LIQUIDACION,177,11229,11229,1905,1556,419,1524,168,0,0
508,1410,M,LIQUIDACION,304,2145,2145,1010,1447,0,1010,0,698,0
509,1297,M,REGULARIZACION,8,8036,1568,223,601,350,0,63,0,3390
510,1410,M,LIQUIDACION,221,5634,5634,5552,1007,231,5552,126,469,0
511,1400,M,LIQUIDACION,225,5277,5277,4286,3246,0,4286,0,2031,0
512,1500,F,LIQUIDACION,17,9062,6664,1823,1999,1022,710,56,0,1293
513,1470,F,LIQUIDACION,53,11444,11444,9118,1499,477,9118,126,1359,0
514,1400,F,REGULARIZACION,9,45177,4640,344,1059,552,0,378,0,23992
515,1410,F,LIQUIDACION,117,24784,24784,11528,2476,429,11528,364,0,0
516,1400,M,REGULARIZACION,8,4435,819,0,455,166,0,63,0,2272
517,67180,M,LIQUIDACION,20,19293,9755,1932,8030,2037,888,28,0,5645
518,67196,M,LIQUIDACION,205,6451,6451,7371,5040,0,7371,0,1411,0
519,67195,M,LIQUIDACION,300,16246,16246,9859,58,959,9859,42,10434,0
520,67250,M,LIQUIDACION,425,3086,3086,5046,3086,0,5046,0,0,0
521,67277,F,NI,376,2510,2510,16990,2510,0,16990,0,,
521,67277,F,NI,376,2510,2510,16983,2510,0,16983,0,,
522,67250,M,LIQUIDACION,290,3017,3017,1031,453,304,1031,42,740,0
523,67250,M,LIQUIDACION,170,14585,14585,8163,6098,0,8163,0,8487,0
524,67250,F,LIQUIDACION,535,12634,12634,7566,1624,766,7566,84,1818,0
525,67250,F,LIQUIDACION,392,9900,9900,9900,9900,0,9900,0,0,0
526,67250,F,LIQUIDACION,260,13781,13781,7493,6291,0,7493,0,7490,0
526,67250,F,LIQUIDACION,258,13781,13781,7493,1729,817,7493,84,2248,0
526,67250,F,LIQUIDACION,259,13781,13781,7493,6291,0,7493,0,7490,0
527,67250,M,LIQUIDACION,218,12640,12640,8082,1589,749,8082,84,2063,0
528,67266,M,REGULARIZACION,5,19707,1507,83,718,458,0,63,0,10920
529,67196,M,LIQUIDACION,590,5570,5570,1765,4520,0,1765,0,1050,0
530,67267,M,LIQUIDACION,456,2852,2852,2852,1770,0,2852,0,1082,0
531,67190,F,LIQUIDACION,294,7990,7990,3245,5044,0,3245,0,2946,0
531,67190,F,LIQUIDACION,293,7990,7990,3245,5044,0,3245,0,2946,0
532,67195,M,LIQUIDACION,400,18537,18537,13672,1620,457,10938,301,0,0
533,67195,F,NI,348,2285,2285,14554,1002,259,10916,133,,
534,67190,F,NI,363,2654,2654,17147,6084,0,13718,0,,
534,67190,F,NI,364,2654,2654,17168,6087,0,13735,0,,
534,67190,F,NI,364,2654,2654,17188,6092,0,13751,0,,
535,67196,F,LIQUIDACION,11,12712,3232,603,1042,1039,0,56,0,5659
536,67196,F,LIQUIDACION,359,12250,12250,8850,6219,0,8850,0,6031,0
536,67196,F,LIQUIDACION,361,12250,12250,8850,4712,0,8850,0,7538,0
537,67195,M,LIQUIDACION,258,14006,14006,8625,1171,280,6900,364,0,0
538,67116,F,LIQUIDACION,340,12017,12017,9011,44,764,9011,42,7389,0
539,67196,M,LIQUIDACION,315,13053,13053,9583,5111,0,9583,0,7942,0
540,67250,F,LIQUIDACION,309,14076,14076,4035,5358,0,4035,0,8718,0
541,67116,F,LIQUIDACION,331,2689,2689,2237,2689,0,2237,0,0,0
542,67250,F,LIQUIDACION,15,2871,1782,370,1009,279,0,56,0,369
543,67267,F,LIQUIDACION,321,18743,18743,6964,11823,0,6964,0,6920,0
544,67250,M,LIQUIDACION,277,2784,2784,1605,455,304,1605,42,505,0
545,67260,M,LIQUIDACION,199,5068,5068,2491,5068,0,2491,0,0,0
546,67289,M,LIQUIDACION,13,4215,4215,302,509,501,0,56,0,0
547,67196,M,LIQUIDACION,299,10128,10128,9109,4484,0,9109,0,5644,0
548,67196,M,LIQUIDACION,338,14214,14214,10370,5516,0,10370,0,8698,0
549,67190,F,LIQUIDACION,277,17759,17759,8668,4996,302,6935,336,0,0
550,67288,F,REGULARIZACION,7,3048,889,143,385,213,0,63,0,799
551,67196,F,LIQUIDACION,289,11661,11661,2617,4652,0,2617,0,7009,0
552,67289,M,LIQUIDACION,105,14711,14711,5510,1451,255,5510,364,0,0
553,67196,M,LIQUIDACION,267,17519,17519,10789,10491,0,10789,0,7028,0
554,67190,F,LIQUIDACION,142,4022,4022,6863,3622,0,6863,0,400,0
555,67196,M,LIQUIDACION,298,12608,12608,6082,5860,0,6082,0,6748,0
556,67195,F,REGULARIZACION,8,16524,1635,104,483,404,0,63,0,9083
557,67196,M,LIQUIDACION,181,4420,4420,4548,2187,0,4548,0,2233,0
558,67190,M,REGULARIZACION,9,16632,1782,360,558,396,0,63,0,9000
559,67196,M,LIQUIDACION,189,3288,3288,3662,541,359,3662,42,593,0
560,67160,M,LIQUIDACION,53,4380,4380,4298,533,337,3439,98,0,0
561,67195,F,REGULARIZACION,13,12352,1840,515,315,200,0,273,0,5861
562,9630,F,REGULARIZACION,10,53720,6320,505,1266,1140,0,84,0,28650
563,56527,M,LIQUIDACION,11,27062,4168,1371,1872,1871,0,56,0,13915
564,56400,M,LIQUIDACION,44,10598,9878,6856,1569,706,3086,126,0,366
565,56508,F,LIQUIDACION,15,10591,3908,147,1501,837,0,56,0,4063
566,56400,F,REGULARIZACION,9,14224,2244,91,530,610,0,42,0,6810
567,56345,M,LIQUIDACION,63,17949,17949,11980,1777,311,11980,364,0,0
568,56420,F,LIQUIDACION,339,3024,3024,1958,250,990,1763,21,0,0
568,56420,F,LIQUIDACION,340,3024,3024,1958,11,580,1958,14,1853,0
569,56490,F,LIQUIDACION,107,21539,21539,9123,3000,510,7299,280,0,0
570,56430,F,REGULARIZACION,8,16767,1656,235,442,483,0,42,0,9180
571,56430,M,REGULARIZACION,12,9452,2231,248,470,374,0,105,0,2797
572,56400,M,LIQUIDACION,49,9540,9540,4741,2000,505,4741,84,1480,0
573,56370,M,LIQUIDACION,342,12383,12383,9588,45,771,9588,42,7712,0
573,56370,M,LIQUIDACION,341,12383,12383,9588,47,1156,9588,28,7712,0
574,9630,F,REGULARIZACION,8,16926,1805,285,543,453,0,63,0,8279
575,56400,F,LIQUIDACION,77,21311,17999,7229,2107,361,7229,364,0,2020.08
576,9637,F,NI,280,9755,9755,55911,1514,206,55911,280,,
577,56400,F,LIQUIDACION,56,20420,12765,5319,14409,0,5319,0,1538,4612.17
578,56580,F,REGULARIZACION,13,16956,3406,447,713,382,0,147,0,8023
579,56560,M,LIQUIDACION,13,10062,3482,1064,944,944,255,56,0,3500
580,56430,F,REGULARIZACION,13,12944,4774,846,1488,742,0,84,0,4315
581,56400,M,LIQUIDACION,44,16500,10967,7522,2210,1045,7522,84,0,3281.45
582,56338,M,REGULARIZACION,13,16818,4591,172,776,505,0,168,0,5919
583,9637,F,REGULARIZACION,8,12468,1549,208,901,294,0,63,0,6537
584,56643,F,LIQUIDACION,62,9827,8794,6300,5301,0,6300,0,3921,650.93
585,56337,M,LIQUIDACION,62,8683,8683,4872,2002,263,4872,168,369,0
585,56337,M,LIQUIDACION,59,8683,8683,5872,3000,289,0,280,0,0
586,56420,F,LIQUIDACION,53,14964,13674,7762,1474,370,7762,252,0,746.25
587,56337,F,LIQUIDACION,17,4691,3315,685,598,590,0,56,0,662
588,56512,M,LIQUIDACION,17,15333,5255,1560,1499,1491,608,56,0,5320
589,57840,M,LIQUIDACION,43,13238,12977,1068,2192,367,1068,210,0,135.7
590,9630,F,LIQUIDACION,95,21483,21483,6943,2163,460,6943,294,0,0
591,9630,M,REGULARIZACION,8,26614,3120,354,1174,690,0,63,0,12519
592,28860,M,LIQUIDACION,16,2656,1873,417,311,311,141,56,0,466
593,28860,M,LIQUIDACION,13,5370,3271,233,1008,567,60,56,0,806
594,28860,M,LIQUIDACION,53,7048,7048,6467,712,176,6467,252,0,0
595,28863,F,REGULARIZACION,12,15525,3440,457,1419,380,0,147,0,6344
596,28800,F,REESTRUCTURA,15,25520,7095,2019,1528,324,686,546,0,
597,28860,F,REGULARIZACION,9,18979,2498,166,705,485,0,84,0,9461
598,28869,M,LIQUIDACION,14,5794,3865,146,1010,611,43,56,0,1054
599,28860,F,LIQUIDACION,13,4768,3537,862,1006,550,224,56,0,748
600,28860,F,REGULARIZACION,12,8391,1790,189,328,312,0,84,0,3980
601,28219,M,REGULARIZACION,13,31496,3302,805,1281,508,0,84,0,17006
602,28868,M,LIQUIDACION,264,8293,8293,4724,3378,0,4724,0,4915,0
602,28868,M,LIQUIDACION,263,8293,8293,4724,3378,0,4724,0,4915,0
603,28869,F,LIQUIDACION,14,943,943,38,109,109,0,56,0,0
604,28864,F,LIQUIDACION,114,5075,5075,4810,515,251,3848,154,0,0
605,28864,M,REGULARIZACION,13,6691,1993,328,494,383,0,63,0,2871
606,28860,F,LIQUIDACION,47,14575,12045,7802,1431,246,7802,364,0,1513.82
607,28863,M,REGULARIZACION,6,47508,2617,210,1006,595,0,105,0,25600
608,28860,M,LIQUIDACION,25,13224,8199,3967,1510,1505,1031,56,0,3015
609,28860,F,REGULARIZACION,13,6745,1748,0,417,237,0,105,0,2339
610,91675,F,REGULARIZACION,8,20985,1715,0,540,470,0,42,0,11711
611,91780,F,LIQUIDACION,675,1182,1182,922,683,0,922,0,499,0
612,91713,M,LIQUIDACION,20,19272,8020,1835,2995,1576,844,56,0,6759
613,94297,F,REGULARIZACION,10,4844,1079,183,345,192,0,84,0,2137
614,94297,M,LIQUIDACION,226,27319,27319,16765,2749,585,16765,294,0,0
615,91809,M,REGULARIZACION,6,32064,2866,284,1076,768,0,63,0,17500
616,94273,M,LIQUIDACION,19,10357,4584,1017,1031,1031,0,56,0,3441
617,94297,M,LIQUIDACION,325,16043,16043,3690,7212,0,3690,0,8831,0
618,94297,F,NI,257,4537,4537,27398,18235,0,13699,0,,
619,91698,M,LIQUIDACION,115,1961,1961,1602,467,235,1218,56,0,0
620,91965,M,REGULARIZACION,13,8279,2591,601,814,374,0,105,0,2597
621,94295,F,LIQUIDACION,369,7887,7887,7322,4004,0,7322,0,3883,0
621,94295,F,LIQUIDACION,368,7887,7887,7322,4489,0,7322,0,3398,0
622,91965,F,NI,296,4435,4435,15011,3001,478,15011,21,,
623,91712,F,LIQUIDACION,303,7899,7899,5947,2001,373,4758,133,0,0
