CLIENTE,CP,SEXO,PLAN,SEM_ATRASO,SALDO,ATRASO,MORAS,P_INICIAL,P_SEMANAL,BONIF_MORAS,PLAZO_DIAS,BONIF_INTERESES,POR_DEVENGAR
28061,46500,M,LIQUIDACION,118,9669,9669,6591,975,207,6591,294,0,0
28062,46540,M,LIQUIDACION,94,6250,6250,3832,3852,0,3832,0,2398,0
28063,38710,F,LIQUIDACION,263,5175,5175,5443,456,230,5443,126,579,0
28064,38700,F,REGULARIZACION,8,41382,2574,89,787,644,0,63,0,23616
28065,38700,M,REGULARIZACION,5,10712,1100,34,536,359,0,63,0,5787
28066,38702,M,LIQUIDACION,51,5927,5927,4275,3931,0,4275,0,1996,0
28067,43300,F,LIQUIDACION,14,8182,2907,669,770,762,173,56,0,2806
28068,43350,M,LIQUIDACION,50,13207,12947,3211,2996,491,3211,126,1338,134.31
28069,66050,F,REESTRUCTURA,13,11095,3056,108,609,176,0,420,0,
28070,62743,F,NI,347,663,663,4111,664,0,4111,0,,
28071,62577,M,LIQUIDACION,275,23570,23570,21383,2348,1179,21383,126,0,0
28072,62370,M,LIQUIDACION,65,16418,14585,4278,1638,279,4278,364,0,952.06
28073,89730,M,REGULARIZACION,9,24083,2029,136,476,451,0,63,0,13961
28074,89730,M,REGULARIZACION,7,21033,1197,146,344,301,0,63,0,12042
28075,96135,F,REGULARIZACION,13,15493,4037,150,775,382,0,252,0,6662
28076,54660,M,LIQUIDACION,13,20708,2848,142,1259,1253,0,56,0,10853
28077,54660,F,LIQUIDACION,13,5664,3068,871,699,699,0,56,0,1351
28078,54660,F,REGULARIZACION,12,6740,1952,246,524,294,0,105,0,2688
28079,54660,M,LIQUIDACION,14,2486,2486,807,661,658,0,28,0,0
28080,54660,F,REGULARIZACION,9,15688,1908,249,641,500,0,42,0,7373
28081,32575,F,LIQUIDACION,334,8788,8788,3617,3246,0,3617,0,5542,0
28082,32420,F,LIQUIDACION,232,8156,8156,5627,3786,0,5627,0,4370,0
28083,25115,F,LIQUIDACION,324,6945,6945,620,604,304,620,126,869,0
28084,89339,M,LIQUIDACION,174,24577,24577,13782,2477,425,13782,364,0,0
28084,89339,M,LIQUIDACION,176,25327,25327,13782,2551,438,13782,364,0,0
28084,89339,M,LIQUIDACION,177,25077,25077,13782,2509,434,13782,364,0,0
28084,89339,M,LIQUIDACION,176,24827,24827,13782,2459,466,13782,336,0,0
28085,89609,F,REGULARIZACION,7,12394,2529,312,817,604,0,63,0,5437
28086,89309,F,REGULARIZACION,7,13095,916,0,277,221,0,63,0,5819
28087,89415,M,REGULARIZACION,9,17305,2033,217,483,404,0,84,0,8711
28088,89338,F,LIQUIDACION,248,6098,6098,6098,4274,0,6098,0,1824,0
28089,87040,M,REGULARIZACION,6,17548,1000,2,398,286,0,63,0,9880
28090,87037,F,REGULARIZACION,8,11895,2053,279,540,382,0,84,0,5568
28091,87010,M,LIQUIDACION,67,7667,7667,4438,773,383,4438,126,0,0
28092,77510,M,REGULARIZACION,9,26958,2814,388,1056,558,0,84,0,13728
28093,87019,M,REGULARIZACION,12,31734,4529,168,796,574,0,168,0,14360
28094,87016,M,REESTRUCTURA,17,8241,3417,1109,503,147,0,420,0,
28095,87019,M,LIQUIDACION,13,3612,2236,546,600,671,0,35,0,814
28096,87016,M,REESTRUCTURA,14,4523,2327,423,248,111,0,294,0,
28097,87076,F,REGULARIZACION,13,9560,2525,362,604,293,0,189,0,3804
28098,87134,M,REGULARIZACION,10,13543,2274,323,691,408,0,84,0,6071
28099,40333,F,LIQUIDACION,232,6517,6517,6517,3798,0,6517,0,2719,0
28100,62640,F,REGULARIZACION,9,11605,1903,245,483,389,0,84,0,5807
28101,27442,F,LIQUIDACION,308,9458,9458,8313,3365,0,8313,0,6093,0
28102,27440,M,REGULARIZACION,11,21749,3850,468,1856,596,0,84,0,9688
28103,27443,F,REGULARIZACION,8,6550,1312,186,501,293,0,63,0,2220
28104,27446,F,REGULARIZACION,10,8924,1310,212,1012,183,0,105,0,4644
28105,27478,M,REGULARIZACION,9,26981,2497,90,596,548,0,63,0,13075
28106,95240,M,LIQUIDACION,303,12332,12332,12215,4730,0,12215,0,7602,0
28107,97205,F,LIQUIDACION,222,4507,4507,4330,459,182,3464,189,0,0
28108,98040,M,REGULARIZACION,12,28679,4740,1056,791,595,0,168,0,14035
28109,98015,M,LIQUIDACION,81,2520,2520,1705,2520,0,1705,0,0,0
28110,28120,F,REGULARIZACION,12,5564,2208,491,678,329,0,105,0,1620
28111,24374,M,REESTRUCTURA,23,24696,8372,1571,1113,262,0,672,0,
28112,24370,F,REESTRUCTURA,12,9203,2735,631,492,173,0,378,0,
28113,45426,F,REGULARIZACION,7,13850,1270,110,557,297,0,63,0,7616
28114,84563,M,LIQUIDACION,272,8823,8823,8732,502,461,8732,42,5555,0
28115,97840,F,REGULARIZACION,7,26133,3414,215,1046,585,0,252,0,13649
28116,97840,F,REGULARIZACION,9,49483,4933,328,1319,846,0,126,0,26925
28117,97825,F,REGULARIZACION,10,12058,2468,234,552,476,0,84,0,5778
28118,97840,M,REGULARIZACION,8,9528,1487,98,565,318,0,63,0,3902
28119,97840,F,REGULARIZACION,12,24960,3120,693,959,606,0,63,0,13034
28120,97840,M,REGULARIZACION,9,26116,2641,245,631,527,0,84,0,14158
28121,97840,F,REGULARIZACION,9,19855,3252,442,804,904,0,42,0,9721
28122,97840,M,LIQUIDACION,220,7454,7454,7263,746,129,7263,364,0,0
28123,97840,F,LIQUIDACION,14,9041,2333,306,697,691,0,56,0,4059
28124,97840,M,REGULARIZACION,13,13718,2262,85,378,358,0,84,0,6853
28125,97840,M,LIQUIDACION,44,10527,10527,7469,1517,298,5453,259,0,0
28126,97840,F,REGULARIZACION,9,8856,2180,146,504,421,0,84,0,3434
28127,97840,M,REGULARIZACION,12,11914,3143,319,1158,432,0,105,0,5283
28128,97840,M,REGULARIZACION,10,17249,1585,215,405,279,0,105,0,9962
28129,97840,F,REGULARIZACION,9,12468,2152,348,592,419,0,84,0,4805
28130,97840,M,LIQUIDACION,17,13323,4615,756,1123,1123,136,56,0,5103
28131,97840,M,LIQUIDACION,14,7592,2617,548,705,704,120,56,0,2631
28132,97840,F,REGULARIZACION,10,27187,2299,83,610,356,0,126,0,15086
28133,97840,M,REGULARIZACION,10,5105,1823,124,400,325,0,63,0,1582
28134,97840,F,REGULARIZACION,8,11473,1529,200,592,343,0,63,0,5975
28135,97840,M,REGULARIZACION,6,23062,1316,43,790,350,0,63,0,13114
28136,89817,F,REGULARIZACION,10,8599,1680,307,601,270,0,105,0,4164
28137,22790,F,REGULARIZACION,8,10315,1867,199,996,471,0,42,0,4450
28138,22790,M,REGULARIZACION,13,7855,4381,976,1329,483,0,105,0,1598
28139,22790,M,REGULARIZACION,10,12570,2576,177,530,399,0,126,0,6007
28140,22790,M,REGULARIZACION,9,19510,2124,76,528,478,0,63,0,10019
28141,22790,F,REGULARIZACION,13,36483,5031,361,836,414,0,525,0,19502
28142,22790,F,LIQUIDACION,17,4415,2725,521,539,537,0,56,0,1016
28143,22790,M,LIQUIDACION,18,8396,3430,381,6062,0,0,0,0,2716
28144,22790,M,REGULARIZACION,12,11264,2192,467,573,439,0,63,0,4918
28145,22793,F,REGULARIZACION,12,19925,2757,259,698,402,0,105,0,10225
28146,62550,M,LIQUIDACION,57,5257,5257,3508,517,158,3508,210,0,0
28147,62550,F,LIQUIDACION,12,5967,2652,591,643,640,0,56,0,1991
28148,62740,F,REESTRUCTURA,23,7596,4412,1029,432,136,0,420,0,
28149,62748,M,REGULARIZACION,12,9917,2337,499,499,410,0,84,0,3674
28150,77710,M,LIQUIDACION,127,41202,41202,10836,23065,0,10836,0,18137,0
28151,77712,M,LIQUIDACION,48,1999,1999,3293,1238,0,3293,0,761,0
28152,77712,M,REGULARIZACION,13,20803,3753,266,621,722,0,63,0,10282
28153,77710,M,LIQUIDACION,61,21663,20388,11039,3294,1203,11039,84,3695,778.91
28154,77710,M,REGULARIZACION,13,18246,6165,1079,1500,840,0,105,0,6883
28155,77723,F,LIQUIDACION,14,1576,1576,608,248,242,0,56,0,0
28156,77723,M,LIQUIDACION,13,5239,2247,500,1199,484,0,56,0,1423
28157,24645,M,LIQUIDACION,142,4991,4991,4834,507,218,3868,175,0,0
28158,24640,M,LIQUIDACION,98,8263,8263,861,823,248,861,210,0,0
28159,24648,M,LIQUIDACION,61,12025,12025,6913,1078,541,6913,126,1209,0
28160,72573,F,LIQUIDACION,228,4295,4295,3536,2592,0,3536,0,1703,0
28161,37408,M,LIQUIDACION,248,7095,7095,5246,3334,0,5246,0,3761,0
28162,37358,F,LIQUIDACION,14,2777,1708,177,330,328,0,56,0,589
28163,53830,M,LIQUIDACION,272,12335,12335,12335,4001,463,12335,126,0,0
28164,53820,F,LIQUIDACION,141,22397,22397,13590,3514,554,10872,273,0,0
28165,53830,F,LIQUIDACION,55,4760,4760,4410,4760,0,4410,0,0,0
28166,53840,F,LIQUIDACION,284,22746,22746,21464,14994,323,21464,168,0,0
28167,52774,F,LIQUIDACION,21,5199,5199,1540,672,667,708,56,0,0
28168,52770,F,LIQUIDACION,42,6828,6828,3170,2502,502,3170,42,1314,0
28168,52770,F,LIQUIDACION,41,6828,6828,3170,1104,735,3170,42,1314,0
28169,52777,F,REGULARIZACION,9,9031,1870,66,781,462,0,42,0,4314
28170,52777,M,REGULARIZACION,10,18555,1955,275,501,411,0,63,0,10043
28171,52777,F,REGULARIZACION,10,10217,1976,72,704,454,0,42,0,3924
28172,52777,M,LIQUIDACION,61,16281,10506,4697,1539,267,4697,364,0,3531
28173,52778,F,REGULARIZACION,7,16515,1116,45,537,266,0,63,0,9110
28174,52774,F,LIQUIDACION,23,18486,5814,2706,1508,1508,1380,56,0,7680
28175,94900,F,NI,312,9751,9751,32237,355,783,32237,84,,
28176,94930,M,REGULARIZACION,9,7700,1575,278,453,350,0,63,0,3745
28177,89355,F,LIQUIDACION,363,9492,9492,10738,38,598,10738,42,5866,0
28178,89309,F,REESTRUCTURA,21,5804,3692,496,527,115,238,336,0,
28179,89355,F,LIQUIDACION,117,16808,16808,5311,1676,291,5311,364,0,0
28180,89410,F,LIQUIDACION,247,17248,17248,16886,8134,447,13509,196,0,0
28180,89410,F,LIQUIDACION,248,17248,17248,16886,8071,0,16886,0,9177,0
28181,39150,M,REGULARIZACION,13,13428,4119,167,1007,561,0,105,0,5565
28182,39150,M,REGULARIZACION,11,11231,2339,86,469,319,0,168,0,5382
28183,42190,M,LIQUIDACION,221,9698,9698,5068,3830,0,5068,0,5868,0
28183,42190,M,LIQUIDACION,219,9698,9698,5068,1188,562,5068,84,1766,0
28184,42191,M,LIQUIDACION,11,1831,1831,363,250,243,0,56,0,0
28185,42190,M,LIQUIDACION,14,2654,1744,231,325,320,0,56,0,439
28186,42190,F,LIQUIDACION,14,4238,3282,342,516,508,0,56,0,506
28187,42192,F,REGULARIZACION,6,8486,1158,84,463,341,0,63,0,3774
28188,42090,M,REGULARIZACION,12,18177,2988,668,512,336,0,273,0,8332
28189,14500,F,REGULARIZACION,12,7559,2255,225,497,447,0,63,0,3188
28190,14500,F,LIQUIDACION,74,9367,9367,6303,1483,219,6303,252,0,0
28191,14500,F,LIQUIDACION,274,8598,8598,6632,4237,0,6632,0,4361,0
28192,14500,F,LIQUIDACION,165,7890,7890,4128,601,203,3303,280,0,0
28193,16870,F,REGULARIZACION,12,13627,3548,772,1042,517,0,84,0,6034
28194,14500,F,REGULARIZACION,13,15217,2193,339,818,491,0,42,0,7844
28195,14490,F,REGULARIZACION,11,14113,2332,85,1104,399,0,63,0,6411
28196,31137,F,LIQUIDACION,307,17725,17725,5072,1765,532,5072,210,0,0
28197,31137,F,REGULARIZACION,9,22947,3681,597,825,726,0,84,0,11196
28198,44910,F,LIQUIDACION,140,1107,1107,261,810,0,261,0,297,0
28199,58400,M,LIQUIDACION,46,4845,4845,4753,4354,0,4753,0,491,0
28199,58400,M,LIQUIDACION,44,4845,4845,4753,430,218,4753,126,491,0
28200,56530,F,REGULARIZACION,8,10394,1214,42,406,340,0,42,0,5541
28201,25354,M,LIQUIDACION,359,11934,11934,8194,6058,0,8194,0,5876,0
28202,25354,F,LIQUIDACION,265,4608,4608,3944,3379,0,3944,0,1229,0
28203,25016,M,LIQUIDACION,98,8274,8274,5696,5834,0,5696,0,2440,0
28204,25350,M,LIQUIDACION,217,4203,4203,3530,2892,0,3530,0,1311,0
28205,25298,F,LIQUIDACION,234,11679,11679,8196,1996,663,8196,84,1727,0
28206,63550,F,REGULARIZACION,11,6842,1980,91,374,344,0,84,0,2947
28207,94700,F,LIQUIDACION,273,14395,14395,4880,2011,258,4880,336,0,0
28208,94750,M,LIQUIDACION,292,15984,15984,4813,75,1221,4813,42,8583,0
28209,94750,F,REGULARIZACION,13,12353,2093,78,515,374,0,63,0,6130
28210,94700,M,LIQUIDACION,267,15121,15121,3305,67,1101,3305,42,8448,0
28211,94700,M,REGULARIZACION,13,12747,2943,119,458,464,0,84,0,4718
28212,94700,M,REGULARIZACION,10,16871,2831,192,624,534,0,84,0,8460
28213,94700,F,LIQUIDACION,110,8561,8561,5737,4992,0,5737,0,3569,0
28214,94700,M,REGULARIZACION,11,9994,2742,388,562,368,0,168,0,3863
28215,66612,F,LIQUIDACION,301,24015,24015,9858,1500,1419,9858,42,14001,0
28216,60300,M,LIQUIDACION,73,13935,13935,7507,7285,0,7507,0,6650,0
28217,59980,F,REGULARIZACION,12,15911,3373,467,573,516,0,105,0,7642
28218,60300,F,LIQUIDACION,53,12886,10338,5918,1267,313,5918,252,0,1529.06
28219,60431,F,LIQUIDACION,91,16097,16097,7043,8367,0,7043,0,7730,0
28220,60360,F,REGULARIZACION,9,14521,3546,291,799,662,0,84,0,5513
28221,60370,F,REGULARIZACION,13,37450,5018,1426,791,569,0,231,0,16681
28222,60300,M,REGULARIZACION,8,24595,1825,74,464,415,0,63,0,14223
28223,58128,F,REGULARIZACION,7,10578,1398,105,411,312,0,84,0,4420
28224,58258,F,REGULARIZACION,6,8013,972,33,330,255,0,63,0,4196
28225,58254,F,LIQUIDACION,11,8932,3509,661,6278,0,99,0,0,3216
28226,58240,F,REGULARIZACION,7,22730,2301,185,793,731,0,42,0,10091
28227,61300,F,REGULARIZACION,8,5234,1216,172,328,354,0,42,0,1768
28228,58249,F,LIQUIDACION,41,17560,10697,4907,10360,0,4907,0,3694,3645.82
28229,95070,M,LIQUIDACION,13,3329,3329,125,406,381,0,56,0,0
28230,95070,M,LIQUIDACION,14,9613,3610,573,920,918,0,56,0,3159
28231,95000,F,REGULARIZACION,8,5024,1892,72,524,450,0,63,0,1643
28232,95060,M,REGULARIZACION,10,6383,1783,248,380,220,0,189,0,2208
28233,95000,F,LIQUIDACION,13,1270,1270,104,302,268,0,28,0,0
28234,95060,M,REGULARIZACION,9,8649,3106,111,737,425,0,84,0,2530
28235,95070,F,LIQUIDACION,13,3509,3509,545,2002,513,0,28,0,0
28236,95060,F,REGULARIZACION,12,6371,2429,243,2000,318,0,63,0,2047
28237,88296,F,REGULARIZACION,13,3158,949,234,224,159,0,84,0,1038
28238,88160,F,REGULARIZACION,10,24589,3570,651,1075,643,0,84,0,12550
28239,88295,M,LIQUIDACION,12,793,793,211,116,111,0,56,0,0
28240,88123,F,REGULARIZACION,10,21738,2605,256,545,653,0,42,0,12025
28241,94990,M,REGULARIZACION,13,14110,2791,598,830,541,0,63,0,6840
28242,94992,F,REGULARIZACION,12,9462,1342,260,503,197,0,105,0,4900
28243,94990,M,REGULARIZACION,11,11892,2196,512,510,362,0,105,0,5242
28244,     ,M,LIQUIDACION,19,4241,1114,402,497,293,168,56,0,1961
28245,81141,M,REGULARIZACION,11,9490,1978,244,378,302,0,105,0,4329
28246,81141,M,REGULARIZACION,11,21379,3169,246,872,525,0,84,0,9612
28247,81700,M,REGULARIZACION,12,8064,1514,61,266,227,0,105,0,4050
28248,81700,M,REGULARIZACION,9,11290,1546,146,354,300,0,84,0,5859
28249,81700,M,REGULARIZACION,7,20112,2933,357,841,731,0,63,0,10216
28250,81700,F,LIQUIDACION,47,8422,8422,4608,826,211,4608,252,0,0
28250,81700,F,LIQUIDACION,46,8422,8422,4608,652,275,3595,224,0,0
28251,71700,M,REGULARIZACION,10,6028,1375,189,427,354,0,42,0,2841
28252,62760,M,LIQUIDACION,328,3896,3896,390,1977,0,390,0,1919,0
28253,62080,F,REESTRUCTURA,20,23258,7872,2784,1203,295,0,588,0,
28254,62070,M,LIQUIDACION,63,23363,21707,8562,2544,487,8562,294,0,993.53
28255,62762,M,REGULARIZACION,12,10053,2672,688,643,412,0,84,0,4479
28256,62556,M,REGULARIZACION,11,8864,4262,329,1261,1045,0,42,0,2230
28257,94260,M,LIQUIDACION,175,9864,9864,7774,7730,0,7774,0,2134,0
28258,94270,M,LIQUIDACION,337,7489,7489,6605,2782,0,6605,0,4707,0
28259,94260,F,REGULARIZACION,12,34599,4030,512,1009,611,0,105,0,17382
28260,94260,M,REGULARIZACION,13,7322,1886,291,1002,372,0,42,0,3369
28261,94260,F,REGULARIZACION,11,10999,2489,489,1030,472,0,63,0,5129
28262,57000,F,LIQUIDACION,176,1276,1276,2070,1276,0,2070,0,0,0
28263,33084,M,REESTRUCTURA,13,13905,3286,508,1031,184,106,504,0,
28264,33110,F,REESTRUCTURA,11,14472,3910,577,1030,232,86,420,0,
28265,33086,M,REGULARIZACION,10,11186,2190,399,552,230,0,336,0,4295
28266,33087,F,REGULARIZACION,9,8173,941,90,227,175,0,84,0,4488
28267,33087,F,REGULARIZACION,10,11917,1984,158,693,301,0,168,0,4760
28268,57100,F,LIQUIDACION,168,4185,4185,4029,655,435,4029,42,920,0
28269,72430,F,LIQUIDACION,349,11944,11944,9815,700,635,9815,42,7434,0
28270,72400,F,LIQUIDACION,170,13081,13081,6532,6847,0,6532,0,6234,0
28270,72400,F,LIQUIDACION,169,13081,13081,6532,6847,0,6532,0,6234,0
28270,72400,F,LIQUIDACION,171,13081,13081,6532,6847,0,6532,0,6234,0
28270,72400,F,LIQUIDACION,168,13081,13081,6532,6847,0,6532,0,6234,0
28271,72490,F,LIQUIDACION,71,4398,4398,3892,2707,0,3892,0,1691,0
28272,72190,F,LIQUIDACION,224,4103,4103,3244,1996,0,3244,0,2107,0
28273,93660,M,REGULARIZACION,13,22267,3667,149,606,378,0,315,0,11237
28274,93660,M,REGULARIZACION,6,36469,2010,205,1002,507,0,63,0,20876
28275,93660,F,LIQUIDACION,14,2889,2517,182,607,308,0,56,0,180
28276,93660,F,REGULARIZACION,13,9175,1403,324,601,254,0,63,0,4690
28277,93660,F,LIQUIDACION,12,5993,2014,431,577,573,0,56,0,2075
28278,57800,F,NI,341,954,954,5985,3946,0,2993,0,,
28279,57800,F,REESTRUCTURA,25,8319,6341,2829,558,188,1527,336,0,
28280,98200,F,LIQUIDACION,330,3160,3160,3160,3160,0,3160,0,0,0
28281,98200,F,LIQUIDACION,136,22455,22455,7488,15175,0,7488,0,7280,0
28282,98200,M,LIQUIDACION,312,8324,8324,1690,5761,0,1690,0,2563,0
28283,98200,M,LIQUIDACION,308,13691,13691,9842,5003,724,9842,84,0,0
28284,98200,M,LIQUIDACION,344,10055,10055,2116,3503,546,2116,84,0,0
28285,98200,M,LIQUIDACION,334,4886,4886,4886,4284,0,4886,0,602,0
28286,98200,F,LIQUIDACION,322,3792,3792,3066,3308,0,3066,0,484,0
28287,98200,M,LIQUIDACION,164,11519,11519,5130,5002,972,5130,42,685,0
28288,98200,M,LIQUIDACION,224,19168,19168,12083,13278,0,12083,0,5890,0
28289,98200,M,LIQUIDACION,283,21282,21282,12404,9636,0,12404,0,11646,0
28290,98200,F,LIQUIDACION,340,19880,19880,12069,13715,0,12069,0,6165,0
28291,98200,M,LIQUIDACION,303,11561,11561,9933,7961,0,9933,0,3600,0
28292,98200,M,LIQUIDACION,327,13395,13395,8955,3003,866,8955,84,0,0
28293,98200,F,LIQUIDACION,137,7922,7922,5532,2002,674,5532,42,1876,0
28294,98200,M,LIQUIDACION,305,17054,17054,10331,4994,1005,10331,84,0,0
28295,98200,F,LIQUIDACION,336,14077,14077,8751,3017,915,7001,98,0,0
28296,98200,F,LIQUIDACION,317,14683,14683,6974,12850,0,6974,0,1833,0
28297,98200,M,LIQUIDACION,109,2415,2415,2349,2415,0,2349,0,0,0
28298,98200,M,LIQUIDACION,51,12661,12661,7900,3497,1402,7900,42,752,0
28299,98200,F,LIQUIDACION,56,16487,12824,6888,2017,951,6888,84,2290,2179.33
28300,98200,M,LIQUIDACION,47,10113,10113,6283,5001,752,6283,42,600,0
28301,98200,M,LIQUIDACION,52,22565,16478,9134,13850,0,9134,0,5124,3788.12
28302,45130,M,LIQUIDACION,43,26300,13996,5824,2398,418,5824,364,0,7471.61
28303,49120,F,LIQUIDACION,262,14739,14739,9755,1479,255,9755,364,0,0
28304,49120,M,LIQUIDACION,306,3927,3927,2916,15,249,2916,42,2418,0
28305,49130,M,LIQUIDACION,363,14444,14444,10535,5604,0,10535,0,8840,0
28306,49130,M,LIQUIDACION,243,8234,8234,1706,5530,0,1706,0,2704,0
28307,49130,M,LIQUIDACION,280,10069,10069,3471,3774,0,3471,0,6295,0
28308,49120,F,LIQUIDACION,233,3988,3988,4000,388,120,4000,210,0,0
28309,49140,F,LIQUIDACION,281,20013,20013,9751,8962,0,9751,0,11051,0
28310,49120,M,LIQUIDACION,276,8770,8770,1780,4714,0,1780,0,4056,0
28311,49140,F,LIQUIDACION,238,11882,11882,8085,6173,0,8085,0,5709,0
28312,49130,F,LIQUIDACION,208,2072,2072,920,287,197,736,70,0,0
28313,49130,M,LIQUIDACION,210,1831,1831,865,294,232,779,49,0,0
28314,49120,M,LIQUIDACION,242,16549,16549,9189,1677,286,9189,364,0,0
28315,49120,M,LIQUIDACION,119,11609,11609,4963,6588,0,4963,0,5021,0
28316,49120,F,LIQUIDACION,212,6152,6152,4106,602,185,4106,210,0,0
28317,49130,M,LIQUIDACION,154,24414,24414,7481,1595,468,5985,364,0,0
28318,49130,M,LIQUIDACION,58,14931,11245,3199,7512,0,3199,0,5345,2189.75
28319,49120,M,REGULARIZACION,7,27052,2336,0,1005,519,0,63,0,14745
28320,36520,M,REGULARIZACION,8,14017,1886,248,486,382,0,84,0,7308
28321,96900,M,LIQUIDACION,191,13916,13916,9349,1406,417,9349,210,0,0
28322,93994,M,LIQUIDACION,61,15009,15009,9150,1489,260,9150,364,0,0
28323,5100,F,LIQUIDACION,14,22844,5173,194,2004,1999,0,42,0,10672
28324,5000,M,LIQUIDACION,262,11718,11718,7615,3802,525,6092,126,0,0
28325,38130,M,LIQUIDACION,236,16831,16831,4883,1699,291,4883,364,0,0
28326,38135,F,LIQUIDACION,313,12972,12972,7603,4558,0,7603,0,8414,0
28327,38130,M,LIQUIDACION,266,15095,15095,8751,9597,0,8751,0,5498,0
28328,38130,M,LIQUIDACION,210,15816,15816,7219,1568,274,7219,364,0,0
28329,38130,M,LIQUIDACION,57,5607,5607,1850,716,340,1850,84,811,0
28330,38100,M,LIQUIDACION,56,3438,3438,3329,2543,0,3329,0,895,0
28331,38100,M,LIQUIDACION,231,14457,14457,7478,1371,510,7478,168,846,0
28332,38100,F,NI,99,2523,2523,5418,360,2163,5418,7,,
28333,38130,M,REGULARIZACION,11,20447,2767,542,806,567,0,63,0,10667
28334,38127,F,LIQUIDACION,44,11743,8702,4347,1135,196,4347,364,0,1644.72
28334,38127,F,LIQUIDACION,42,11743,8326,5466,1109,196,5466,364,0,1847.48
28335,38135,M,REESTRUCTURA,15,24955,5155,1390,1318,256,417,672,0,
28336,38100,F,LIQUIDACION,21,3849,3849,1599,586,585,767,49,0,0
28337,38100,F,LIQUIDACION,49,11969,8229,4154,1159,199,4154,364,0,2205.5
28337,38100,F,LIQUIDACION,47,11969,7889,4954,1169,198,4954,364,0,2406
28338,38130,M,REESTRUCTURA,13,8707,2210,83,440,126,17,462,0,
28339,38130,M,REGULARIZACION,11,8846,2158,396,705,307,0,147,0,3976
28340,38130,M,REGULARIZACION,11,19578,2326,94,691,390,0,84,0,10238
28341,77710,F,LIQUIDACION,56,10954,10954,7683,2999,940,7683,42,2315,0
28342,97345,M,LIQUIDACION,276,6656,6656,4874,402,516,4874,42,3158,0
28343,97456,M,LIQUIDACION,44,2813,2813,1520,497,112,1520,126,300,0
28344,97454,M,LIQUIDACION,52,10426,6850,4559,1000,172,4559,364,0,2145.61
28345,97454,F,REGULARIZACION,10,21911,3305,226,705,554,0,105,0,11234
28346,97345,M,LIQUIDACION,52,2885,2885,2775,500,444,2498,42,0,0
28347,97345,M,LIQUIDACION,17,7243,3499,833,5485,0,324,0,0,2267
28348,97340,M,LIQUIDACION,47,8237,8237,6453,3017,145,6453,252,0,0
28349,97343,M,REGULARIZACION,13,17920,3328,582,1016,466,0,105,0,8825
28350,97340,F,REGULARIZACION,10,10004,1200,44,257,215,0,84,0,5325
28351,97340,F,LIQUIDACION,16,7368,3929,149,768,765,0,56,0,1804
28352,97345,F,REESTRUCTURA,16,15656,4563,173,792,208,0,504,0,
28353,13300,M,LIQUIDACION,322,12412,12412,7706,2009,490,7706,126,1583,0
28353,13300,M,LIQUIDACION,320,12412,12412,7706,4533,0,7706,0,7879,0
28354,13360,F,NI,317,1300,1300,5070,650,650,5070,7,,
28355,13300,F,LIQUIDACION,273,5942,5942,5942,4532,0,5942,0,1410,0
28356,13363,F,LIQUIDACION,269,11780,11780,11167,60,968,11167,42,5912,0
28357,52200,F,NI,28,1853.28,1853.28,1034.75,371,297,1034.75,5,,
28358,52200,M,REGULARIZACION,8,19373,4046,265,1034,809,0,84,0,9051
28359,52233,M,LIQUIDACION,311,5832,5832,5328,2200,0,5328,0,3632,0
28360,52232,F,LIQUIDACION,290,11449,11449,5877,4009,248,5877,210,0,0
28361,52200,F,LIQUIDACION,11,1350,1350,147,215,210,22,42,0,0
28362,52232,F,REGULARIZACION,12,18966,2982,677,845,475,0,84,0,9516
28363,52200,M,REESTRUCTURA,23,9449,5237,421,832,163,214,378,0,
28364,52200,F,REGULARIZACION,13,19777,2792,680,501,392,0,126,0,10270
28365,52232,F,REGULARIZACION,11,10818,2493,569,1003,559,0,42,0,4275
28366,52232,F,REGULARIZACION,11,8128,2794,569,569,508,0,84,0,3175
28367,52200,M,LIQUIDACION,43,2466,2466,2442,2466,0,2442,0,0,0
28368,52200,M,LIQUIDACION,75,7690,7690,4296,994,186,4296,252,0,0
28369,52200,M,REESTRUCTURA,12,16963,4059,822,890,253,172,462,0,
28370,52200,M,REGULARIZACION,12,16159,3572,608,1007,539,0,105,0,5963
28371,52200,F,REGULARIZACION,7,22066,1562,54,505,289,0,168,0,12408
28372,52200,M,LIQUIDACION,75,25056,19575,7701,2418,455,7701,336,0,3277.68
28373,52200,F,REESTRUCTURA,15,11600,3480,254,824,165,86,462,0,
28374,52200,M,LIQUIDACION,14,5672,3569,472,1002,625,122,56,0,1107
28375,52200,M,LIQUIDACION,44,9105,7539,3666,1996,474,3666,84,1196,827.78
28376,52230,M,REGULARIZACION,11,20346,2486,0,711,369,0,105,0,10792
28377,52200,F,REESTRUCTURA,12,12208,3073,0,611,175,0,462,0,
28378,52200,F,REGULARIZACION,9,17494,2213,206,779,470,0,63,0,9155
28379,52200,M,REESTRUCTURA,14,20237,5125,225,1024,269,58,504,0,
28380,52200,F,LIQUIDACION,21,11136,3654,1633,1005,1001,783,56,0,3760
28381,52200,M,REGULARIZACION,9,9635,2115,229,719,359,0,105,0,3415
28382,52200,M,REESTRUCTURA,20,10535,4056,1512,603,149,695,504,0,
28383,47980,F,LIQUIDACION,14,6681,2822,524,5082,0,136,0,0,1987
28384,97246,M,REGULARIZACION,11,10727,1511,327,482,269,0,84,0,5568
